	Company Name	Product Name	Treatment Area	Phase	Mechanism of Action	Flags	Pipeline/PDF Url
191	roche	rituximab	['chronic', 'lymphocytic']	2	['Chimeric antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
192	roche	rituximab	[]	3	['monoclonal', 'antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
193	roche	RG7314	['autism']	2	['antagonist']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
194	roche	trastuzumab	['conjugate']	1	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
195	roche	trastuzumab	['Oncology', 'breast']	2	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
196	roche	trastuzumab	['Oncology', 'breast']	3	['humanized antibody']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
197	roche	RG7412	"[""Alzheimer's"", 'disease']"	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
198	roche	RG7990	['asthma']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
199	roche	RG6185	['Oncology']	1	['inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
200	roche		['Oncology']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
201	roche	FPI-1459	[]	1	['inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
202	roche	GA101	['lupus']	2	['monoclonal']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
203	roche	RG7800	['HPV', 'Oncology', 'infection', 'tumor', 'acute', 'Diseases', 'Cervical', 'Staphylococcus', 'Cancer', 'HIV', 'atrophy', 'cancer', 'MRSA', 'ovarian', 'aureus']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
204	roche	MOXR0916	[]	False	['monoclonal']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
205	roche	immunocytokine	['tumors', 'A']	1	['antibody', 'cytokine']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
206	roche	OP0595	['Diseases']	1	['inhibitor']	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
207	roche	RG7986	['lymphoma', 'B']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
208	roche	RG6080	['Diseases']	1	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
209	roche	RG7596	['Oncology']	2	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
210	roche	T-DM1	[]	3	[]	[]	http://www.roche.com/research_and_development/who_we_are_how_we_work/pipeline.htm
211	astrazeneca	tralokinumab	['asthma']	3	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
212	astrazeneca	mavrilimumab	['chronic', 'gout', 'rheumatoid', 'arthritis']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
213	astrazeneca	DPP-4	['diabetes', 'diabetes']	False	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
214	astrazeneca	tezepelumab	['COPD', 'dermatitis']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
215	astrazeneca	AZD4831	['heart']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
216	astrazeneca	volitinib	[]	2	['tyrosine-kinase inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
217	astrazeneca	durvalumab+AZD1775	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
218	astrazeneca	durvalumab+MEDI0562	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
219	astrazeneca	durvalumab+MEDI9447	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
220	astrazeneca	durvalumab+monalizumab	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
221	astrazeneca	durvalumab+selumetinib	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
222	astrazeneca	durvalumab+tremelimumab	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
223	astrazeneca	durvalumab+AZD5069	[]	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
224	astrazeneca	durvalumab+AZD9150	[]	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
225	astrazeneca	durvalumab+MEDI0680	['tumours']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
226	astrazeneca	durvalumab+tremelimumab	[]	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
227	astrazeneca	durvalumab+tremelimumab	['cancer']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
228	astrazeneca	durvalumab+tremelimumab	[]	3	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
229	astrazeneca	durvalumab	['lymphoma']	1	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
230	astrazeneca	durvalumab	['tumours']	2	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
231	astrazeneca	durvalumab	['cancer']	3	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
232	astrazeneca	anifrolumab	['lupus']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
233	astrazeneca	anifrolumab	"['lupus', ""Alzheimer's"", 'disease']"	3	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
234	astrazeneca	MEDI-565	['tumours']	1	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
235	astrazeneca	AZD9412	[]	False	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
236	astrazeneca	MEDI9197	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
237	astrazeneca	CTLA-4	['tumours']	1	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
238	astrazeneca	CTLA-4	['cancer']	2	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
239	astrazeneca	CTLA-4	[]	3	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
240	astrazeneca	AZD1419	['asthma']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
241	astrazeneca	AZD5718	[]	1	['FLAP']	[]	https://www.astrazeneca.com/our-science/pipeline.html
242	astrazeneca	PT010	['asthma']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
243	astrazeneca	PT010	['COPD']	3	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
244	astrazeneca	MEDI5872	['syndrome']	2	['mAb', 'B7RP1']	[]	https://www.astrazeneca.com/our-science/pipeline.html
245	astrazeneca	AZD6738	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
246	astrazeneca	AZD6738	['cancer', 'ovarian']	2	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
247	astrazeneca	monalizumab	['tumours']	1	['PD-L1', 'humanized antibody', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
248	astrazeneca	MEDI0382	[]	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
249	astrazeneca	MEDI4276	['conjugate', 'tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
250	astrazeneca	MEDI4893	['Staphylococcus', 'aureus', 'pneumonia']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
251	astrazeneca	MEDI-573	['cancer', 'breast']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
252	astrazeneca	trametinib	[]	1	['inhibitor', 'tyrosine-kinase inhibitor', 'MEK', 'PD-L1']	[]	https://www.astrazeneca.com/our-science/pipeline.html
253	astrazeneca	MEDI6012	['diabetes']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
254	astrazeneca	AZD8871	['COPD']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
255	astrazeneca	MEDI1873	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
256	astrazeneca	AZD4635	['tumours']	1	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
257	astrazeneca	MEDI9447	['tumours']	1	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
258	astrazeneca	SGLT-2	['chronic', 'heart', 'CKD', 'diabetes']	3	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
259	astrazeneca	AZD0156	['Oncology', 'tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
260	astrazeneca	savolitinib	[]	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
261	astrazeneca	AZD7986	['COPD']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
262	astrazeneca	MEDI5083	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
263	astrazeneca	AURA3	[]	False	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
264	astrazeneca	MEDI0562	['tumours']	1	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
265	astrazeneca	SGLT2	['diabetes', 'diabetes']	False	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
266	astrazeneca	AZD2811	['B', 'tumours']	1	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
267	astrazeneca	selumetinib	['tumours']	1	['tyrosine-kinase inhibitor', 'inhibitor', 'MEK', 'PD-L1']	[]	https://www.astrazeneca.com/our-science/pipeline.html
268	astrazeneca	selumetinib	[]	2	['tyrosine-kinase inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
269	astrazeneca	selumetinib	['cancer', 'prostate', 'breast']	3	['inhibitor', 'tyrosine-kinase inhibitor', 'MEK']	[]	https://www.astrazeneca.com/our-science/pipeline.html
270	astrazeneca	investigationprostate	[]	Unknown	False	[]	https://www.astrazeneca.com/our-science/pipeline.html
271	astrazeneca	AZD0284	['Respiratory']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
272	astrazeneca	MEDI0680	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
273	astrazeneca	MEDI0680	['tumours']	2	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
274	astrazeneca	CXCR2	[]	2	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
275	astrazeneca	AZD5634	['fibrosis']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
276	astrazeneca	MEDI7734	[]	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
277	astrazeneca	MEDI8852	['A', 'influenza']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
278	astrazeneca	MEDI7352	['osteoarthritis']	1	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
279	astrazeneca	MEDI4920	['syndrome']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
280	astrazeneca	IL-13	['asthma', 'COPD']	3	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
281	astrazeneca	MEDI1814	['disease']	1	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
282	astrazeneca	AZD9150	[]	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
283	astrazeneca	AZD9150	[]	2	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
284	astrazeneca	AZD8186	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
285	astrazeneca	GLP-1	['chronic', 'heart', 'diabetes']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
286	astrazeneca	MEDI9314	['dermatitis']	1	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
287	astrazeneca	MEDI8897	['RSV']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
288	astrazeneca	AZD9567	['rheumatoid']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
289	astrazeneca	MEDI3726	['cancer', 'prostate']	1	['antibody']	[]	https://www.astrazeneca.com/our-science/pipeline.html
290	astrazeneca	AZD5069	[]	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
291	astrazeneca	AZD5363	['cancer', 'breast']	2	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
292	astrazeneca	acalabrutinib	[]	3	['inhibitor', 'tyrosine-kinase inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
293	astrazeneca	moxetumomab	[]	3	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
294	astrazeneca	MEDI3902	['pneumonia']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
295	astrazeneca	linaclotide	['bowel', 'syndrome', 'constipation', 'bowel', 'syndrome']	False	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
296	astrazeneca	tremelimumab+MEDI0562	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
297	astrazeneca	tremelimumab	['tumours']	1	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
298	astrazeneca	tremelimumab	['cancer']	2	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
299	astrazeneca	tremelimumab	[]	3	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
300	astrazeneca	AZD4547	['tumours']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
301	astrazeneca	MEDI8111	[]	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
302	astrazeneca	AZD3241	['atrophy', 'atrophy']	False	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
303	astrazeneca	AZD9496	['cancer', 'breast']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
304	astrazeneca	inebilizumab	['neuromyelitis', 'Neuromyelitis', 'sclerosis']	2	['CD19', 'humanized antibody', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
305	astrazeneca	STAT3	['lymphoma']	1	['inhibitor', 'inhibitor)', 'mAb', 'PD-L1']	[]	https://www.astrazeneca.com/our-science/pipeline.html
306	astrazeneca	STAT3	[]	2	['inhibitor', 'mAb', 'PD-L1']	[]	https://www.astrazeneca.com/our-science/pipeline.html
307	astrazeneca	AZD1775	['tumours']	1	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
308	astrazeneca	AZD1775	['ovarian', 'cancer', 'tumours']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
309	astrazeneca	AZD4076	['liver']	2	['oligonucleotide']	[]	https://www.astrazeneca.com/our-science/pipeline.html
310	astrazeneca	AZD7594	[]	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
311	astrazeneca	AZD7594	[]	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
312	astrazeneca	AZD8601	[]	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
313	astrazeneca	benralizumab	['asthma', 'COPD']	3	['humanized antibody', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
314	astrazeneca	MEDI0700	['lupus']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
315	astrazeneca	P2Y12	['stroke', 'diabetes']	False	['antagonist']	[]	https://www.astrazeneca.com/our-science/pipeline.html
316	astrazeneca	MEDI4166	[]	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
