	Company Name	Product Name	Treatment Area	Phase	Mechanism of Action	Flags	Pipeline/PDF Url
189	astrazeneca	durvalumab+monalizumab	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
190	astrazeneca	durvalumab+selumetinib	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
191	astrazeneca	durvalumab+tremelimumab	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
192	astrazeneca	durvalumab+MEDI0680	['tumours']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
193	astrazeneca	durvalumab+tremelimumab	['cancer']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
194	astrazeneca	durvalumab	['lymphoma']	1	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
195	astrazeneca	durvalumab	['tumours']	2	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
196	astrazeneca	durvalumab	['cancer']	3	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
197	astrazeneca	anifrolumab	['lupus']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
198	astrazeneca	anifrolumab	"['lupus', ""Alzheimer's"", 'disease']"	3	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
199	astrazeneca	MEDI-565	['tumours']	1	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
200	astrazeneca	MEDI9197	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
201	astrazeneca	CTLA-4	['tumours']	1	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
202	astrazeneca	CTLA-4	['cancer']	2	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
203	astrazeneca	AZD1419	['asthma']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
204	astrazeneca	PT010	['asthma']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
205	astrazeneca	PT010	['COPD']	3	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
206	astrazeneca	MEDI5872	['syndrome']	2	['mAb', 'B7RP1']	[]	https://www.astrazeneca.com/our-science/pipeline.html
207	astrazeneca	AZD6738	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
208	astrazeneca	AZD6738	['cancer', 'ovarian']	2	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
209	astrazeneca	monalizumab	['tumours']	1	['PD-L1', 'humanized antibody', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
210	astrazeneca	MEDI4276	['conjugate', 'tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
211	astrazeneca	MEDI4893	['Staphylococcus', 'aureus', 'pneumonia']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
212	astrazeneca	MEDI-573	['cancer', 'breast']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
213	astrazeneca	MEDI6012	['diabetes']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
214	astrazeneca	AZD8871	['COPD']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
215	astrazeneca	MEDI1873	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
216	astrazeneca	AZD4635	['tumours']	1	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
217	astrazeneca	MEDI9447	['tumours']	1	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
218	astrazeneca	SGLT-2	['chronic', 'heart', 'CKD', 'diabetes']	3	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
219	astrazeneca	AZD0156	['Oncology', 'tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
220	astrazeneca	AZD7986	['COPD']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
221	astrazeneca	MEDI5083	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
222	astrazeneca	MEDI0562	['tumours']	1	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
223	astrazeneca	AZD2811	['B', 'tumours']	1	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
224	astrazeneca	selumetinib	['tumours']	1	['tyrosine-kinase inhibitor', 'inhibitor', 'MEK', 'PD-L1']	[]	https://www.astrazeneca.com/our-science/pipeline.html
225	astrazeneca	selumetinib	['cancer', 'prostate', 'breast']	3	['inhibitor', 'tyrosine-kinase inhibitor', 'MEK']	[]	https://www.astrazeneca.com/our-science/pipeline.html
226	astrazeneca	AZD0284	['Respiratory']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
227	astrazeneca	MEDI0680	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
228	astrazeneca	MEDI0680	['tumours']	2	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
229	astrazeneca	AZD5634	['fibrosis']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
230	astrazeneca	MEDI8852	['A', 'influenza']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
231	astrazeneca	MEDI7352	['osteoarthritis']	1	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
232	astrazeneca	MEDI4920	['syndrome']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
233	astrazeneca	IL-13	['asthma', 'COPD']	3	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
234	astrazeneca	MEDI1814	['disease']	1	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
235	astrazeneca	AZD8186	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
236	astrazeneca	GLP-1	['chronic', 'heart', 'diabetes']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
237	astrazeneca	MEDI9314	['dermatitis']	1	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
238	astrazeneca	MEDI8897	['RSV']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
239	astrazeneca	AZD9567	['rheumatoid']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
240	astrazeneca	MEDI3726	['cancer', 'prostate']	1	['antibody']	[]	https://www.astrazeneca.com/our-science/pipeline.html
241	astrazeneca	AZD5363	['cancer', 'breast']	2	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
242	astrazeneca	MEDI3902	['pneumonia']	2	['mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
243	astrazeneca	tremelimumab+MEDI0562	['tumours']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
244	astrazeneca	tremelimumab	['tumours']	1	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
245	astrazeneca	tremelimumab	['cancer']	2	['PD-L1', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
246	astrazeneca	AZD4547	['tumours']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
247	astrazeneca	AZD9496	['cancer', 'breast']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
248	astrazeneca	inebilizumab	['neuromyelitis', 'Neuromyelitis', 'sclerosis']	2	['CD19', 'humanized antibody', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
249	astrazeneca	STAT3	['lymphoma']	1	['inhibitor', 'inhibitor)', 'mAb', 'PD-L1']	[]	https://www.astrazeneca.com/our-science/pipeline.html
250	astrazeneca	AZD1775	['tumours']	1	['inhibitor']	[]	https://www.astrazeneca.com/our-science/pipeline.html
251	astrazeneca	AZD1775	['ovarian', 'cancer', 'tumours']	2	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
252	astrazeneca	AZD4076	['liver']	2	['oligonucleotide']	[]	https://www.astrazeneca.com/our-science/pipeline.html
253	astrazeneca	benralizumab	['asthma', 'COPD']	3	['humanized antibody', 'mAb']	[]	https://www.astrazeneca.com/our-science/pipeline.html
254	astrazeneca	MEDI0700	['lupus']	1	[]	[]	https://www.astrazeneca.com/our-science/pipeline.html
